transaction_id,customer_id,recipient_id,amount,timestamp,transaction_type,country_origin,country_dest,ip_address,device_id,merchant_id,wallet_id,aml_pattern,is_flagged
TX_62691010,C_937066,C_910450,15252.49,2024-08-13T02:15:01,WIRE,IN,AU,93.234.84.15,DEV_331867,,,NONE,0
TX_60300945,C_471972,C_479711,84032.93,2024-03-21T01:59:49,WIRE,NL,YE,130.247.40.176,DEV_941931,,,LAYERING,1
TX_15650702,C_954134,C_223734,42807.27,2024-08-12T13:07:59,CRYPTO,US,AU,114.58.20.95,DEV_426817,,W_595259,NONE,0
TX_05488755,C_820750,C_524252,49084.81,2024-09-11T06:43:04,SWIFT,GB,SG,9.54.46.87,DEV_829972,,,NONE,0
TX_96450803,C_633229,C_955480,43792.85,2024-08-28T21:16:57,CRYPTO,FR,FR,228.245.157.95,DEV_257485,,W_444626,NONE,0
TX_39041801,C_117645,C_020943,27838.8,2024-09-01T06:49:58,ACH,AE,DE,72.224.41.2,DEV_958647,M_088328,,NONE,0
TX_92499209,C_270957,C_462104,31196.0,2024-10-03T13:33:24,WIRE,CA,IN,6.39.192.52,DEV_950707,,,NONE,0
TX_79834891,C_049902,C_911495,15979.96,2024-11-28T14:11:14,SWIFT,AU,DE,205.75.148.50,DEV_281907,,,NONE,0
TX_33962154,C_198988,C_156989,9543.31,2024-10-30T15:54:40,CASH,CA,CA,228.162.90.87,DEV_954665,,,STRUCTURING,1
TX_28977565,C_890407,C_971561,15326.35,2024-11-04T13:53:49,ACH,DE,FR,165.30.30.201,DEV_427080,M_092669,,NONE,0
TX_10891873,C_918990,C_243825,9544.28,2024-10-31T04:31:07,CASH,FR,FR,43.172.23.145,DEV_139467,M_626557,,STRUCTURING,1
TX_18307061,C_763063,C_651102,20234.93,2024-01-24T15:37:10,ACH,US,CA,180.146.136.52,DEV_230874,M_297478,,NONE,0
TX_58369388,C_144758,C_761833,8483.85,2024-09-27T02:29:13,ACH,CA,CA,84.156.5.202,DEV_851962,M_310048,,NONE,0
TX_35172223,C_757188,C_378860,22769.57,2024-08-18T01:29:12,ACH,JP,DE,97.233.80.139,DEV_305830,M_276695,,NONE,0
TX_01538719,C_741840,C_010192,5385.39,2024-03-31T17:39:41,WIRE,AE,DE,138.209.152.152,DEV_444297,,,NONE,0
TX_13258019,C_549841,C_035227,9711.78,2024-01-06T13:55:52,ACH,AE,JP,193.133.154.36,DEV_670466,M_762788,,NONE,0
TX_92824868,C_420762,C_082479,23108.4,2024-09-02T13:35:00,SWIFT,US,AU,206.205.117.137,DEV_551399,,,NONE,0
TX_77695693,C_693755,C_991257,16370.78,2024-09-06T08:10:53,CASH,US,CA,232.227.182.10,DEV_746891,,,NONE,0
TX_36099979,C_063646,C_786770,8984.4,2024-10-03T22:08:51,CASH,AE,AE,200.53.110.180,DEV_001467,M_620254,,STRUCTURING,1
TX_45211548,C_164798,C_404098,38230.01,2024-02-08T05:41:41,SWIFT,CA,DE,97.246.3.48,DEV_351184,,,NONE,0
TX_27367847,C_571295,C_246542,36797.32,2024-01-24T10:48:24,ACH,NL,IN,181.248.224.157,DEV_609389,M_993134,,NONE,0
TX_47380329,C_459232,C_997497,38392.37,2024-05-02T23:34:19,CASH,SG,JP,146.228.210.133,DEV_478041,,,NONE,0
TX_81801257,C_876564,C_053001,14573.04,2024-04-15T04:38:41,WIRE,IN,FR,95.182.248.193,DEV_640296,,,NONE,0
TX_56012308,C_804705,C_991891,46045.99,2024-04-22T11:48:19,CASH,US,GB,197.127.177.70,DEV_030872,,,NONE,0
TX_94651136,C_543600,C_399364,11685.29,2024-05-01T17:33:33,CRYPTO,CA,GB,188.207.112.68,DEV_524134,,W_494412,NONE,0
TX_50351642,C_352206,C_485177,48522.22,2024-06-17T14:24:15,CASH,US,GB,158.172.90.128,DEV_527913,,,NONE,0
TX_73583080,C_219547,C_059146,17358.8,2024-11-16T12:20:22,CRYPTO,CA,AE,237.197.24.85,DEV_109513,,W_175228,NONE,0
TX_36601533,C_566861,C_884051,43841.81,2024-08-12T00:16:41,ACH,IN,AU,26.185.130.92,DEV_779949,M_665843,,NONE,0
TX_40023104,C_787963,C_348858,30191.99,2024-06-22T01:17:05,CRYPTO,DE,JP,155.162.106.197,DEV_321209,,W_328719,NONE,0
TX_51842118,C_294384,C_600307,11986.55,2024-02-11T10:21:50,ACH,US,AU,153.44.238.28,DEV_933652,M_162374,,NONE,0
TX_45113811,C_931311,C_654882,24507.88,2024-08-21T14:09:47,CASH,AU,GB,15.216.186.89,DEV_968432,,,NONE,0
TX_37099944,C_378959,C_010378,47544.6,2024-07-09T06:22:02,CRYPTO,US,US,64.113.58.24,DEV_555301,,W_646255,NONE,0
TX_33273639,C_459232,C_698041,639.03,2024-02-23T05:15:24,SWIFT,NL,NL,240.166.1.196,DEV_779415,,,NONE,0
TX_17335311,C_085920,C_950224,25995.86,2024-08-05T06:48:16,ACH,AU,SG,188.255.239.48,DEV_477989,M_790813,,NONE,0
TX_80609776,C_352853,SHELL_332487,156620.15,2024-03-03T00:26:11,WIRE,NL,HT,156.23.119.237,DEV_104818,,,SHELL,1
TX_13097478,C_144758,C_922067,31546.97,2024-07-07T05:50:17,CRYPTO,AE,IN,3.189.111.102,DEV_783076,,W_738601,NONE,0
TX_26837381,C_859743,C_991795,21820.56,2024-06-25T07:49:39,ACH,AE,DE,48.64.15.78,DEV_326032,M_410114,,NONE,0
TX_28119961,C_571295,C_141085,24258.11,2024-07-10T15:47:37,CASH,AU,DE,181.134.146.62,DEV_943868,,,NONE,0
TX_33672174,C_273397,C_486965,8775.57,2024-05-30T08:10:51,CASH,NL,NL,210.224.47.14,DEV_427632,M_999086,,STRUCTURING,1
TX_87827323,C_007565,C_606462,33608.4,2024-06-04T01:34:40,CRYPTO,CA,JP,193.72.235.188,DEV_278887,,W_709751,NONE,0
TX_36056132,C_155720,C_482234,22054.73,2024-05-04T03:37:15,CASH,US,CA,70.62.174.171,DEV_017377,,,NONE,0
TX_65430330,C_524097,C_054584,30411.95,2024-09-27T13:36:51,SWIFT,AU,IN,142.15.30.78,DEV_764755,,,NONE,0
TX_07345157,C_114217,C_945415,15578.97,2024-10-28T22:13:28,CASH,FR,AU,17.189.172.20,DEV_316624,,,NONE,0
TX_53996912,C_652614,C_874667,84875.43,2024-02-06T21:42:23,WIRE,SG,HT,93.174.234.106,DEV_936833,,W_615535,LAYERING,1
TX_79860566,C_073988,C_927950,2136.97,2024-08-29T10:13:22,ACH,AU,NL,13.227.197.209,DEV_560383,M_851538,,NONE,0
TX_12114282,C_080098,C_975002,13179.61,2024-02-29T19:23:03,CRYPTO,JP,NL,79.12.190.128,DEV_710891,,W_711330,NONE,0
TX_56111009,C_578096,C_531101,45427.02,2024-12-26T22:28:57,SWIFT,US,AU,176.15.63.27,DEV_653345,,,NONE,0
TX_64131314,C_073356,C_118977,46463.23,2024-12-11T01:26:08,CRYPTO,AU,US,236.133.19.221,DEV_073891,,W_059981,NONE,0
TX_65682749,C_571086,C_963776,22186.18,2024-08-07T02:39:36,ACH,AE,IN,98.201.110.48,DEV_427055,M_066062,,NONE,0
TX_48845825,C_271159,C_943725,4404.02,2024-07-15T15:10:18,ACH,JP,SG,253.100.102.31,DEV_816746,M_210321,,NONE,0
TX_70149321,C_158690,C_299756,45300.27,2024-04-24T21:12:46,WIRE,SG,AU,8.243.7.166,DEV_219846,,,NONE,0
TX_26416515,C_560089,C_269029,49440.15,2024-02-26T20:22:20,SWIFT,NL,US,191.247.203.132,DEV_378317,,,NONE,0
TX_44780583,C_516681,C_381481,1160.96,2024-03-23T08:23:08,SWIFT,DE,US,22.154.95.206,DEV_970482,,,NONE,0
TX_14630105,C_107574,C_825162,934.93,2024-08-14T17:22:14,CASH,JP,US,230.97.139.252,DEV_869594,,,SMURFING,1
TX_91744041,C_919214,C_633350,29646.32,2024-02-14T06:16:39,ACH,JP,AE,61.134.63.192,DEV_712926,M_959594,,NONE,0
TX_64590276,C_925917,C_950624,4941.42,2024-12-14T11:07:49,ACH,SG,IN,122.12.66.127,DEV_441967,M_503179,,NONE,0
TX_66594175,C_495687,C_279329,17078.9,2024-10-24T22:11:04,CRYPTO,US,AE,250.107.75.200,DEV_230033,,W_941231,NONE,0
TX_19788937,C_807126,C_590474,48097.09,2024-09-23T08:38:15,WIRE,CA,GB,33.83.51.13,DEV_755505,,,NONE,0
TX_50925617,C_226110,C_314540,11654.63,2024-02-19T22:05:11,WIRE,US,IN,44.205.0.116,DEV_170422,,,NONE,0
TX_28666110,C_530149,C_582804,29098.35,2024-04-03T16:13:10,CRYPTO,AE,AE,178.81.30.46,DEV_426978,,W_506213,NONE,0
TX_55503029,C_936679,C_847810,5309.32,2024-01-02T10:06:08,WIRE,GB,AE,122.160.125.242,DEV_336287,,,NONE,0
TX_46943206,C_937066,C_258352,9258.1,2024-05-29T02:06:12,ACH,IN,GB,159.123.7.22,DEV_911462,M_465242,,NONE,0
TX_39803844,C_164798,C_812992,47984.89,2024-11-15T22:24:16,CASH,SG,GB,9.46.161.200,DEV_434012,,,NONE,0
TX_60783665,C_295735,C_297229,13787.07,2024-07-17T16:31:30,CASH,AU,US,11.169.136.21,DEV_059194,,,NONE,0
TX_64247792,C_800785,C_408603,4341.01,2024-06-10T09:08:35,CASH,SG,AE,26.222.65.192,DEV_647646,,,NONE,0
TX_94285443,C_509941,C_085371,31319.84,2024-07-31T15:40:45,CRYPTO,NL,SG,137.103.236.21,DEV_820411,,W_030773,NONE,0
TX_92599427,C_867585,C_542248,9094.82,2024-02-17T00:59:33,SWIFT,SG,CA,166.53.245.205,DEV_598949,,,NONE,0
TX_47709937,C_217330,C_121921,18732.43,2024-04-17T09:23:11,WIRE,IN,JP,141.86.30.159,DEV_459923,,,NONE,0
TX_22119159,C_693755,C_155536,33015.93,2024-09-26T07:57:53,SWIFT,FR,DE,202.124.144.127,DEV_335632,,,NONE,0
TX_70802020,C_028575,C_325283,34993.05,2024-08-17T20:33:23,WIRE,FR,GB,96.127.197.33,DEV_940858,,,NONE,0
TX_22738852,C_375889,C_882633,40626.4,2024-11-06T08:15:38,CASH,GB,CA,246.143.216.73,DEV_299545,,,NONE,0
TX_04003478,C_921159,C_787841,34112.11,2024-11-12T13:25:01,ACH,SG,JP,145.32.40.186,DEV_749042,M_830207,,NONE,0
TX_25168701,C_440226,C_141265,4400.45,2024-01-12T01:24:01,SWIFT,CA,NL,117.0.149.158,DEV_814914,,,NONE,0
TX_20825864,C_824319,C_364296,23466.95,2024-02-23T04:58:29,ACH,NL,FR,26.235.46.196,DEV_888426,M_975713,,NONE,0
TX_65983976,C_929625,C_683798,2207.73,2024-09-10T13:43:33,ACH,US,CA,182.130.57.230,DEV_006546,M_262677,,SMURFING,1
TX_36304588,C_212307,C_562405,18761.33,2024-06-14T07:16:17,SWIFT,AE,IN,127.113.55.199,DEV_976864,,,NONE,0
TX_40574301,C_340808,C_920950,36586.76,2024-07-07T12:51:53,ACH,JP,US,108.53.94.226,DEV_597281,M_295133,,NONE,0
TX_74916293,C_294184,C_220407,26679.03,2024-11-10T16:04:11,WIRE,FR,US,244.8.77.123,DEV_635588,,,NONE,0
TX_10097566,C_386890,C_377261,21468.38,2024-05-10T11:50:30,SWIFT,US,FR,55.223.4.107,DEV_962745,,,NONE,0
TX_46298173,C_377177,C_053271,37228.72,2024-06-02T22:41:12,WIRE,FR,AE,131.70.221.69,DEV_666062,,,NONE,0
TX_73314273,C_537454,C_720526,41604.31,2024-09-26T04:20:58,ACH,IN,AE,176.242.49.204,DEV_951786,M_447463,,NONE,0
TX_84364270,C_495687,C_412985,23985.99,2024-09-12T21:54:29,SWIFT,CA,SG,50.189.37.128,DEV_011519,,,NONE,0
TX_91130187,C_584877,C_382069,1160.29,2024-11-19T06:42:38,WIRE,GB,IN,65.181.15.56,DEV_240443,,,NONE,0
TX_29013381,C_016525,C_375157,49958.79,2024-08-30T13:31:47,ACH,AU,AE,19.104.35.143,DEV_930460,M_552489,,NONE,0
TX_96190587,C_827876,C_917710,27439.26,2024-07-28T03:05:49,WIRE,US,AU,107.121.91.17,DEV_987636,,,NONE,0
TX_48664239,C_686355,C_344311,13872.93,2024-07-08T11:25:24,WIRE,GB,GB,22.50.55.174,DEV_123695,,,NONE,0
TX_45564740,C_497757,C_519019,30972.03,2024-12-29T09:04:27,CASH,SG,SG,238.76.100.69,DEV_658471,,,NONE,0
TX_28140403,C_747749,C_203891,29747.22,2024-04-28T22:15:36,WIRE,FR,FR,75.232.19.214,DEV_299773,,,NONE,0
TX_69869427,C_270957,C_671757,33752.92,2024-09-29T23:57:02,CASH,IN,SG,200.18.21.13,DEV_394186,,,NONE,0
TX_25356706,C_472035,C_510203,24645.57,2024-08-23T11:54:45,SWIFT,DE,AU,55.65.209.163,DEV_304674,,,NONE,0
TX_19450216,C_113739,C_970576,41289.01,2024-04-07T09:55:02,ACH,DE,GB,225.200.70.153,DEV_140227,M_761084,,NONE,0
TX_86861893,C_212954,C_466356,45982.63,2024-10-04T16:57:04,SWIFT,SG,CA,123.79.177.27,DEV_754245,,,NONE,0
TX_93305562,C_422835,C_185314,17384.02,2024-11-26T08:25:07,ACH,AU,CA,119.143.94.44,DEV_977111,M_190935,,NONE,0
TX_61657313,C_404490,C_241456,17929.86,2024-10-05T08:59:49,ACH,JP,US,171.173.239.249,DEV_049200,M_824836,,NONE,0
TX_13531007,C_294394,C_974494,1474.69,2024-07-20T08:06:57,CRYPTO,GB,SG,201.81.246.19,DEV_608915,,W_524429,NONE,0
TX_04672317,C_403641,C_169680,8795.07,2024-01-19T10:03:27,CASH,US,US,165.145.138.251,DEV_664515,,,STRUCTURING,1
TX_09253571,C_486959,C_496957,38964.18,2024-11-11T01:00:04,WIRE,GB,AU,22.241.155.126,DEV_223421,,,NONE,0
TX_89263843,C_541376,C_303512,15866.71,2024-11-13T07:06:35,CRYPTO,AE,CA,59.12.213.139,DEV_927659,,W_973471,NONE,0
TX_32813078,C_207376,C_777718,4458.77,2024-02-03T14:59:57,ACH,SG,CA,189.89.40.25,DEV_887816,M_990470,,NONE,0
TX_45339127,C_114217,C_557791,19284.44,2024-08-24T22:07:28,SWIFT,IN,NL,15.182.92.69,DEV_733796,,,NONE,0
TX_42098255,C_404490,C_846831,3708.03,2024-06-25T09:02:11,ACH,SG,CA,34.8.228.24,DEV_809642,M_712002,,NONE,0
TX_07647432,C_804705,C_164381,7392.09,2024-03-20T07:13:23,CASH,IN,DE,155.125.45.198,DEV_637505,,,NONE,0
TX_24240647,C_660677,C_712453,36936.93,2024-10-03T12:12:26,WIRE,IN,SG,97.225.48.107,DEV_608320,,,NONE,0
TX_25306009,C_228319,C_822276,36526.68,2024-08-02T07:51:51,SWIFT,GB,GB,246.70.128.148,DEV_603313,,,NONE,0
TX_33101533,C_769835,C_926520,3708.51,2024-02-16T23:40:37,SWIFT,GB,SG,37.245.70.246,DEV_866974,,,NONE,0
TX_05842023,C_362813,C_496591,20726.86,2024-09-29T02:30:11,ACH,FR,CA,38.194.161.231,DEV_454803,M_687427,,NONE,0
TX_87390095,C_017673,C_130165,11671.78,2024-02-26T15:17:50,CRYPTO,CA,US,131.72.100.254,DEV_271691,,W_552812,NONE,0
TX_99213698,C_174668,C_628291,40263.08,2024-02-29T04:23:34,CASH,AU,NL,170.229.144.162,DEV_543290,,,NONE,0
TX_37878626,C_352206,C_197839,25997.5,2024-08-09T23:10:59,SWIFT,SG,DE,43.93.110.63,DEV_105797,,,NONE,0
TX_33290544,C_331623,C_483174,179152.52,2024-02-04T09:09:58,WIRE,NL,MM,228.100.4.176,DEV_807267,,,LAYERING,1
TX_32377629,C_795519,C_464728,35734.35,2024-03-27T10:52:21,SWIFT,CA,FR,221.13.216.50,DEV_355036,,,NONE,0
TX_02143803,C_721507,C_941179,9679.14,2024-02-22T13:20:08,CASH,SG,SG,136.214.159.189,DEV_209251,,,STRUCTURING,1
TX_35403324,C_099951,C_247384,33198.36,2024-01-28T18:11:33,CASH,GB,NL,20.15.22.175,DEV_596709,,,NONE,0
TX_69340648,C_446536,C_905100,33050.73,2024-05-04T21:44:42,SWIFT,GB,JP,232.5.120.206,DEV_947905,,,NONE,0
TX_92457466,C_117645,C_874463,3615.6,2024-10-26T16:52:39,CASH,CA,NL,104.173.241.180,DEV_214825,,,NONE,0
TX_48917712,C_273397,C_948094,8921.9,2024-08-26T08:06:45,CASH,JP,JP,155.219.144.129,DEV_570486,,,STRUCTURING,1
TX_50195329,C_821442,C_810712,44893.6,2024-01-29T21:55:09,WIRE,DE,NL,239.148.206.192,DEV_205255,,,NONE,0
TX_56143926,C_780181,C_887478,7661.04,2024-01-29T01:36:22,CASH,DE,IN,67.20.29.193,DEV_332212,,,NONE,0
TX_06357708,C_544728,C_153957,10311.82,2024-09-10T21:35:44,WIRE,AU,SG,211.148.114.33,DEV_383057,,,NONE,0
TX_26289345,C_808631,C_313335,19997.37,2024-03-24T03:14:05,CASH,CA,AU,95.214.150.163,DEV_241869,,,NONE,0
TX_08161017,C_660677,C_439527,38131.74,2024-01-04T12:25:31,ACH,FR,IN,214.225.83.124,DEV_459614,M_921830,,NONE,0
TX_16749930,C_214624,C_305465,24590.21,2024-11-09T13:43:32,CRYPTO,AU,SG,126.232.174.214,DEV_201944,,W_505882,NONE,0
TX_43553070,C_546484,C_142444,27594.43,2024-12-25T19:09:02,CASH,SG,JP,174.4.83.143,DEV_931232,,,NONE,0
TX_88843732,C_776661,C_096397,7669.22,2024-09-15T14:23:16,SWIFT,CA,FR,91.206.224.48,DEV_203292,,,NONE,0
TX_47954974,C_868570,C_575999,25305.88,2024-09-26T05:24:52,SWIFT,FR,JP,216.50.219.149,DEV_474878,,,NONE,0
TX_89307739,C_674827,SHELL_208334,321870.49,2024-02-04T09:12:43,WIRE,JP,IR,213.222.233.98,DEV_441602,,,SHELL,1
TX_10072084,C_072315,C_900483,42409.03,2024-12-22T04:18:16,ACH,AU,US,242.10.163.166,DEV_558904,M_113045,,NONE,0
TX_66229932,C_011652,C_188940,168.99,2024-02-26T07:18:20,CRYPTO,AE,NL,233.143.234.154,DEV_727003,,W_160558,NONE,0
TX_29585801,C_742687,C_851015,47607.83,2024-01-23T05:59:55,CASH,SG,CA,88.19.206.90,DEV_898250,,,NONE,0
TX_35213416,C_890407,C_174707,48755.13,2024-03-08T11:04:25,CASH,JP,NL,201.235.12.128,DEV_631091,,,NONE,0
TX_04303814,C_116761,C_120688,12671.35,2024-08-17T05:15:15,SWIFT,DE,GB,191.198.2.168,DEV_235542,,,NONE,0
TX_13322939,C_891036,C_737765,30854.07,2024-09-24T00:21:40,WIRE,JP,DE,115.163.201.7,DEV_474250,,,NONE,0
TX_23789985,C_440505,C_007860,25486.5,2024-12-21T00:04:29,ACH,FR,CA,10.0.242.75,DEV_491521,M_929064,,NONE,0
TX_60304327,C_470562,C_512159,36007.34,2024-11-23T11:36:49,SWIFT,CA,JP,177.173.221.233,DEV_825857,,,NONE,0
TX_77369193,C_706853,C_966366,7196.16,2024-04-23T19:02:58,CASH,JP,SG,22.49.141.182,DEV_805987,,,NONE,0
TX_07042685,C_571295,C_786715,41339.12,2024-02-28T13:44:48,WIRE,GB,GB,223.24.178.96,DEV_728766,,,NONE,0
TX_75696076,C_556594,C_108746,47873.21,2024-11-24T22:16:11,WIRE,IN,SG,26.246.178.235,DEV_184052,,,NONE,0
TX_69724601,C_978893,C_773500,1113.98,2024-02-16T23:58:18,CASH,JP,AE,158.154.108.1,DEV_393022,,,NONE,0
TX_11230673,C_959807,C_948109,46380.86,2024-03-19T13:53:46,CRYPTO,US,GB,104.120.165.197,DEV_494931,,W_409621,NONE,0
TX_50815064,C_042388,C_498012,9787.62,2024-01-17T05:03:23,SWIFT,DE,NL,199.24.43.218,DEV_434026,,,NONE,0
TX_00010122,C_986712,C_584542,46698.12,2024-04-29T17:20:53,SWIFT,CA,JP,248.130.247.12,DEV_482136,,,NONE,0
TX_45471083,C_714264,C_023185,25564.71,2024-07-06T20:17:28,CASH,DE,JP,153.214.70.234,DEV_964470,,,NONE,0
TX_52958565,C_747928,C_898671,39476.11,2024-04-04T06:11:33,WIRE,GB,AE,16.222.179.184,DEV_313485,,,NONE,0
TX_68564728,C_271159,C_084642,32990.57,2024-12-28T03:45:51,CASH,IN,CA,2.161.125.148,DEV_246829,,,NONE,0
TX_73226437,C_137588,C_134202,32384.07,2024-07-11T02:03:49,WIRE,GB,CA,66.33.194.3,DEV_371046,,,NONE,0
TX_80243984,C_866098,C_707722,38869.0,2024-04-11T08:02:56,WIRE,CA,FR,254.132.115.234,DEV_562930,,,NONE,0
TX_57668510,C_865457,C_189781,5390.55,2024-01-31T22:08:26,CRYPTO,GB,DE,173.222.43.50,DEV_011574,,W_539050,NONE,0
TX_26821317,C_808246,C_125159,187523.81,2024-04-19T19:57:30,WIRE,GB,AF,2.3.137.99,DEV_290453,,W_935158,LAYERING,1
TX_86766270,C_937397,C_107076,31197.23,2024-08-03T01:00:28,SWIFT,SG,GB,56.219.102.168,DEV_934353,,,NONE,0
TX_20938148,C_808631,C_414169,14437.95,2024-12-15T12:18:03,ACH,CA,JP,78.36.207.204,DEV_389582,M_885878,,NONE,0
TX_38333462,C_609103,C_255127,47451.41,2024-10-13T14:55:54,SWIFT,CA,US,190.30.4.154,DEV_898219,,,NONE,0
TX_81992902,C_684220,C_266189,14472.35,2024-07-13T22:16:52,CRYPTO,CA,DE,49.191.234.161,DEV_183344,,W_658169,NONE,0
TX_29113594,C_881968,C_412699,44619.68,2024-07-10T18:35:53,WIRE,NL,IN,176.169.233.145,DEV_804432,,,NONE,0
TX_53224884,C_836394,C_623644,45963.41,2024-04-08T08:10:53,WIRE,US,US,155.93.211.130,DEV_740715,,,NONE,0
TX_72112201,C_155013,C_438854,30162.07,2024-11-27T03:25:11,CRYPTO,NL,NL,70.89.189.238,DEV_247499,,W_952842,NONE,0
TX_83435335,C_560397,C_589344,49329.76,2024-01-18T23:15:29,WIRE,FR,JP,220.63.164.105,DEV_610783,,,NONE,0
TX_17946380,C_652614,C_214301,9534.91,2024-11-05T05:28:22,CASH,DE,DE,83.160.174.121,DEV_613126,,,STRUCTURING,1
TX_16942868,C_419505,C_925698,14315.16,2024-10-14T16:54:47,SWIFT,FR,AE,224.178.19.55,DEV_174256,,,NONE,0
TX_91614779,C_049902,C_726970,26264.79,2024-11-01T23:59:22,WIRE,JP,IN,143.100.71.230,DEV_481453,,,NONE,0
TX_17490163,C_754008,C_618490,42471.81,2024-03-07T12:57:44,SWIFT,FR,IN,20.126.246.240,DEV_916810,,,NONE,0
TX_48314271,C_313404,C_662764,1871.07,2024-09-30T12:12:17,WIRE,AE,DE,173.237.139.28,DEV_374475,,,SMURFING,1
TX_41654171,C_843514,C_040860,34668.26,2024-05-30T00:12:28,WIRE,NL,IN,125.222.132.29,DEV_956444,,,NONE,0
TX_55424575,C_588454,C_433821,27377.21,2024-05-31T14:06:06,SWIFT,GB,AE,163.240.109.21,DEV_387806,,,NONE,0
TX_08967181,C_349806,C_973673,33938.4,2024-09-26T21:40:43,WIRE,DE,IN,133.38.99.195,DEV_099504,,,NONE,0
TX_98787651,C_415355,C_480912,14527.01,2024-07-23T19:26:22,CASH,US,AE,135.52.109.182,DEV_965654,,,NONE,0
TX_64128169,C_972853,C_277491,37129.94,2024-03-23T05:10:27,CRYPTO,CA,SG,211.175.213.244,DEV_019032,,W_665591,NONE,0
TX_03290784,C_921159,C_628878,25736.65,2024-02-20T10:36:40,WIRE,GB,JP,212.135.118.146,DEV_574131,,,NONE,0
TX_71945974,C_463876,C_199988,22199.16,2024-11-19T19:24:05,CASH,US,GB,13.114.123.166,DEV_820546,,,NONE,0
TX_68349964,C_212307,C_524257,32777.11,2024-09-23T01:51:11,CASH,AU,SG,23.114.18.210,DEV_941665,,,NONE,0
TX_52925747,C_926239,C_463560,33131.3,2024-04-11T18:25:18,ACH,NL,SG,190.83.221.130,DEV_911630,M_325460,,NONE,0
TX_21887318,C_823345,C_539101,18752.35,2024-05-11T02:07:54,CASH,NL,AE,74.30.73.214,DEV_210682,,,NONE,0
TX_80522176,C_081121,C_626439,281.69,2024-06-09T20:03:27,SWIFT,JP,DE,96.178.240.1,DEV_076153,,,NONE,0
TX_95857276,C_352249,C_146180,13409.6,2024-03-23T10:48:42,CRYPTO,AU,IN,22.14.227.146,DEV_499301,,W_010077,NONE,0
TX_30971771,C_400985,C_707790,28059.53,2024-05-17T22:01:24,CASH,CA,SG,56.171.68.142,DEV_625536,,,NONE,0
TX_76484320,C_132870,C_900069,28903.64,2024-03-30T11:58:17,ACH,NL,AE,117.214.183.41,DEV_677224,M_297803,,NONE,0
TX_75401564,C_823345,C_014019,17589.06,2024-05-15T04:36:45,WIRE,FR,US,238.217.239.240,DEV_415734,,,NONE,0
TX_45812591,C_313404,C_504017,40721.95,2024-09-17T15:07:20,WIRE,CA,YE,224.244.0.110,DEV_679691,,,LAYERING,1
TX_24955828,C_425723,C_177447,38092.61,2024-03-01T06:44:48,CASH,IN,NL,32.65.148.5,DEV_251998,,,NONE,0
TX_52378057,C_713783,C_138228,7931.77,2024-10-15T22:16:03,WIRE,AE,CA,182.109.87.24,DEV_062080,,,NONE,0
TX_86252608,C_331623,SHELL_605183,389552.59,2024-01-07T11:12:31,WIRE,AE,YE,29.87.111.167,DEV_804999,,,SHELL,1
TX_98414959,C_684220,C_536413,14453.07,2024-07-21T04:45:02,SWIFT,DE,SG,64.14.172.152,DEV_467852,,,NONE,0
TX_04842599,C_618485,C_636393,19796.11,2024-05-02T21:48:39,ACH,GB,FR,153.199.181.227,DEV_843823,M_453537,,NONE,0
TX_11508099,C_531933,C_694424,26840.24,2024-12-29T08:36:14,ACH,US,AU,245.44.247.152,DEV_241612,M_115173,,NONE,0
TX_43969494,C_489345,C_126477,31039.75,2024-12-24T04:42:38,WIRE,US,AU,192.46.218.224,DEV_745276,,,NONE,0
TX_75502587,C_013892,C_515391,45335.99,2024-07-18T07:11:55,CASH,GB,GB,144.224.218.64,DEV_288077,,,NONE,0
TX_85145861,C_472035,C_779091,40002.07,2024-07-11T15:38:12,SWIFT,US,AE,47.103.31.191,DEV_837814,,,NONE,0
TX_40389990,C_362813,C_467088,19161.16,2024-01-30T06:58:04,SWIFT,AU,FR,69.246.182.239,DEV_420165,,,NONE,0
TX_23294284,C_958511,C_313444,5271.74,2024-04-16T18:28:09,WIRE,NL,AE,241.74.241.198,DEV_190912,,,NONE,0
TX_86471013,C_441094,C_810601,12838.54,2024-12-26T16:32:09,SWIFT,FR,CA,165.210.144.71,DEV_937074,,,NONE,0
TX_21252633,C_509941,C_777529,41063.9,2024-06-16T16:29:24,CRYPTO,DE,FR,191.189.59.245,DEV_809505,,W_663619,NONE,0
TX_26852431,C_746976,C_438119,1555.36,2024-07-30T02:43:38,CRYPTO,NL,NL,206.96.207.233,DEV_028973,,W_859239,SMURFING,1
TX_59107082,C_954134,C_790258,43000.88,2024-02-15T09:37:07,CASH,IN,CA,156.98.44.151,DEV_843891,,,NONE,0
TX_78910222,C_370660,C_257113,48352.96,2024-09-06T22:11:03,SWIFT,JP,FR,134.238.95.191,DEV_880054,,,NONE,0
TX_51695334,C_203229,C_879142,1528.91,2024-07-08T05:43:49,ACH,AU,JP,79.174.22.102,DEV_449971,M_048674,,NONE,0
TX_07373200,C_197238,C_664751,34616.83,2024-10-27T05:11:27,SWIFT,NL,DE,56.209.246.77,DEV_002394,,,NONE,0
TX_71825872,C_804025,C_267619,46176.4,2024-11-07T21:25:11,WIRE,GB,AE,234.28.221.27,DEV_533645,,,NONE,0
TX_24146778,C_859743,C_017638,30419.82,2024-10-23T02:44:52,ACH,CA,GB,79.233.194.34,DEV_165912,M_166659,,NONE,0
